fecha_vto,aplicacion,adicional,debe,haber
2021-08-30,0003-00013121,MERCOVAN ARGENTINA SRL                  ,82199.99,0.00
2021-09-06,0003-00013121,                                        ,0.00,82199.99
2021-09-07,0003-00012728,                                        ,0.00,129794.28
2021-09-07,0003-00012738,                                        ,0.00,198285.12
2021-09-07,0003-00012765,                                        ,0.00,194829.36
2021-09-07,0003-00013012,                                        ,0.00,116523.00
2021-09-07,0003-00013025,                                        ,0.00,810216.00
2021-09-07,0003-00013036,                                        ,0.00,128353.90
2021-09-07,0003-00013045,                                        ,0.00,133527.37
2021-09-07,0003-00013095,                                        ,0.00,116849.70
2021-09-07,0003-00013146,MERCOVAN ARGENTINA SRL                  ,59169.00,0.00
2021-09-08,0003-00013168,MERCOVAN ARGENTINA SRL                  ,161147.80,0.00
2021-09-09,0003-00013185,MERCOVAN ARGENTINA SRL                  ,17535150.60,0.00
2021-09-09,0003-00013185,MERCOVAN ARGENTINA SRL                  ,0.00,17535150.60
2021-09-09,0003-00013187,MERCOVAN ARGENTINA SRL                  ,226330.50,0.00
2021-09-14,0003-00013236,MERCOVAN ARGENTINA SRL                  ,29139.26,0.00
2021-09-16,0003-00013258,MERCOVAN ARGENTINA SRL                  ,37570.50,0.00
2021-09-17,0003-00013258,                                        ,0.00,37570.50
2021-09-17,0003-00013236,                                        ,0.00,29139.26
2021-09-29,0003-00013357,MERCOVAN ARGENTINA SRL                  ,120924.01,0.00
2021-10-01,0003-00013390,MERCOVAN ARGENTINA SRL                  ,37752.00,0.00
2021-10-04,0003-00013405,MERCOVAN ARGENTINA SRL                  ,140299.50,0.00
2021-10-05,0003-00013415,MERCOVAN ARGENTINA SRL                  ,37752.00,0.00
2021-10-05,0003-00013416,MERCOVAN ARGENTINA SRL                  ,37752.00,0.00
2021-10-06,0003-00013421,MERCOVAN ARGENTINA SRL                  ,81600.00,0.00
2021-11-25,0003-00013608,MERCOVAN ARGENTINA SRL                  ,79800.00,0.00
2021-10-20,0003-00013168,                                        ,0.00,50000.00
2021-10-26,0003-00013168,                                        ,0.00,111147.80
2021-11-26,0003-00013624,MERCOVAN ARGENTINA SRL                  ,28233.05,0.00
2021-11-27,0003-00013628,MERCOVAN ARGENTINA SRL                  ,213008.40,0.00
2021-10-29,0003-00013390,                                        ,0.00,37752.00
2021-10-29,0003-00013421,                                        ,0.00,81600.00
2021-12-01,0003-00013662,MERCOVAN ARGENTINA SRL                  ,164003.40,0.00
2021-11-01,0003-00013415,                                        ,0.00,37752.00
2021-11-01,0003-00013416,                                        ,0.00,37752.00
2021-11-01,0003-00013624,                                        ,0.00,28233.05
2021-11-03,0003-00013146,                                        ,0.00,59169.00
2021-11-03,0003-00013357,                                        ,0.00,120924.01
2021-11-03,0003-00013608,                                        ,0.00,79800.00
2021-11-03,0003-00013662,                                        ,0.00,164003.40
2021-11-03,0003-00013187,                                        ,0.00,226330.50
2021-11-03,0003-00013405,                                        ,0.00,140299.50
2021-11-03,0003-00013628,                                        ,0.00,213008.40
2021-12-03,0003-00013700,MERCOVAN ARGENTINA SRL                  ,38115.00,0.00
2021-12-18,0003-00013847,MERCOVAN ARGENTINA SRL                  ,181127.32,0.00
2021-11-19,0003-00013700,                                        ,0.00,38115.00
2021-12-31,0003-00013945,MERCOVAN ARGENTINA SRL                  ,98750.00,0.00
2021-12-22,0003-00013847,                                        ,0.00,98133.48
2022-02-09,0003-00014237,MERCOVAN ARGENTINA SRL                  ,140535.45,0.00
2022-02-12,0003-00014268,MERCOVAN ARGENTINA SRL                  ,86608.90,0.00
2022-02-16,0003-00014299,MERCOVAN ARGENTINA SRL                  ,357930.10,0.00
2021-06-18,0003-00012033,                                        ,0.00,115349.91
2021-06-18,0003-00012038,                                        ,0.00,129250.39
2021-06-18,0003-00012138,                                        ,0.00,31193.80
2022-02-27,0003-00014396,MERCOVAN ARGENTINA SRL                  ,339816.40,0.00
2021-11-11,0003-00013847,                                        ,0.00,82993.84
2022-01-28,0003-00014237,                                        ,0.00,140535.45
2022-02-01,0003-00013945,                                        ,0.00,98750.00
2022-03-09,0003-00014484,MERCOVAN ARGENTINA SRL                  ,382831.90,0.00
2022-03-18,0003-00014619,MERCOVAN ARGENTINA SRL                  ,286220.66,0.00
2022-03-18,0003-00014620,MERCOVAN ARGENTINA SRL                  ,246589.53,0.00
2022-02-17,0003-00014620,MERCOVAN ARGENTINA SRL                  ,0.00,246589.53
2022-02-17,0003-00014619,MERCOVAN ARGENTINA SRL                  ,0.00,286220.66
2022-03-19,0003-00014624,MERCOVAN ARGENTINA SRL                  ,246589.53,0.00
2022-03-19,0003-00014625,MERCOVAN ARGENTINA SRL                  ,863500.77,0.00
2022-03-23,0003-00014652,MERCOVAN ARGENTINA SRL                  ,174443.28,0.00
2022-02-23,0003-00014624,MERCOVAN ARGENTINA SRL                  ,0.00,246589.53
2022-03-25,0003-00014672,MERCOVAN ARGENTINA SRL                  ,257363.37,0.00
2022-04-16,0003-00014939,MERCOVAN ARGENTINA SRL                  ,221260.60,0.00
2022-03-17,0003-00014939,MERCOVAN ARGENTINA SRL                  ,0.00,221260.60
2022-04-16,0003-00014940,MERCOVAN ARGENTINA SRL                  ,90871.00,0.00
2022-03-18,0003-00014268,                                        ,0.00,86608.90
2022-03-18,0003-00014299,                                        ,0.00,357930.10
2022-03-18,0003-00014396,                                        ,0.00,339816.40
2022-03-18,0003-00014484,                                        ,0.00,382831.90
2022-03-18,0003-00014625,                                        ,0.00,263546.00
2022-03-18,0003-00014625,                                        ,0.00,599954.77
2022-04-21,0003-00014980,MERCOVAN ARGENTINA SRL                  ,226979.06,0.00
2022-04-22,0003-00014993,MERCOVAN ARGENTINA SRL                  ,86800.00,0.00
2022-03-23,0003-00014993,                                        ,0.00,86800.00
2022-04-27,0003-00015028,MERCOVAN ARGENTINA SRL                  ,189407.35,0.00
2022-04-27,0003-00015029,MERCOVAN ARGENTINA SRL                  ,146724.60,0.00
2022-04-29,0003-00015042,MERCOVAN ARGENTINA SRL                  ,192150.00,0.00
2022-05-06,0003-00015119,MERCOVAN ARGENTINA SRL                  ,264376.00,0.00
2022-04-06,0003-00015119,                                        ,0.00,264376.00
2022-05-08,0003-00015157,MERCOVAN ARGENTINA SRL                  ,46576.00,0.00
2022-04-08,0003-00015157,                                        ,0.00,46576.00
2022-05-08,0003-00015158,MERCOVAN ARGENTINA SRL                  ,20550.00,0.00
2022-04-08,0003-00015158,                                        ,0.00,20550.00
2022-04-18,0003-00000149,                                        ,108713.85,0.00
2021-04-06,0003-00000149,                                        ,0.00,2.00
2020-05-14,0003-00000149,                                        ,0.00,60311.85
2017-08-08,0003-00000149,                                        ,0.00,48400.00
2017-08-08,0003-00001755,                                        ,0.00,4840.00
2022-05-22,0003-00015282,MERCOVAN ARGENTINA SRL                  ,25410.00,0.00
2022-05-22,0003-00015294,MERCOVAN ARGENTINA SRL                  ,220135.30,0.00
2022-05-17,0003-00015399,MERCOVAN ARGENTINA SRL                  ,43650.75,0.00
2022-05-02,0003-00015399,                                        ,0.00,43650.75
2022-05-18,0003-00015411,MERCOVAN ARGENTINA SRL                  ,248684.95,0.00
2022-05-21,0003-00015444,MERCOVAN ARGENTINA SRL                  ,187773.85,0.00
2022-05-27,0003-00015499,MERCOVAN ARGENTINA SRL                  ,200654.30,0.00
2022-05-28,0003-00015514,MERCOVAN ARGENTINA SRL                  ,51304.00,0.00
2022-05-31,0003-00015517,MERCOVAN ARGENTINA SRL                  ,102250.00,0.00
2022-05-16,0003-00015517,                                        ,0.00,102250.00
2022-06-01,0003-00015530,MERCOVAN ARGENTINA SRL                  ,413287.60,0.00
2022-06-04,0003-00015542,MERCOVAN ARGENTINA SRL                  ,485039.70,0.00
2022-06-04,0003-00015546,MERCOVAN ARGENTINA SRL                  ,44830.50,0.00
2022-03-30,0003-00015042,                                        ,0.00,192150.00
2022-06-15,0003-00015645,MERCOVAN ARGENTINA SRL                  ,187525.80,0.00
2022-06-03,0003-00015282,                                        ,0.00,25410.00
2022-06-03,0003-00015029,                                        ,0.00,146724.60
2022-06-03,0003-00014652,                                        ,0.00,174443.28
2022-06-03,0003-00015444,                                        ,0.00,187773.85
2022-06-03,0003-00015028,                                        ,0.00,189407.35
2022-06-03,0003-00015499,                                        ,0.00,200654.30
2022-06-03,0003-00015294,                                        ,0.00,220135.30
2022-06-03,0003-00014980,                                        ,0.00,226979.06
2022-06-03,0003-00015411,                                        ,0.00,248684.95
2022-06-03,0003-00014672,                                        ,0.00,257363.37
2022-06-23,0003-00015707,MERCOVAN ARGENTINA SRL                  ,168649.80,0.00
2022-06-10,0003-00014940,MERCOVAN ARGENTINA SRL                  ,0.00,90871.00
2022-06-10,0003-00000013,ARAI YUKIKO                             ,90871.00,0.00
2022-03-28,0003-00000013,                                        ,0.00,90871.00
2022-07-06,0003-00015798,MERCOVAN ARGENTINA SRL                  ,222356.86,0.00
2022-06-22,0003-00015546,                                        ,0.00,44830.50
2022-07-09,0003-00015836,MERCOVAN ARGENTINA SRL                  ,250500.00,0.00
2022-06-24,0003-00015836,                                        ,0.00,250500.00
2022-07-01,0003-00015514,                                        ,0.00,51304.00
2022-07-27,0003-00016006,MERCOVAN ARGENTINA SRL                  ,196830.70,0.00
2022-07-28,0003-00016016,MERCOVAN ARGENTINA SRL                  ,175746.45,0.00
2022-06-22,0003-00015530,                                        ,0.00,406456.40
2022-06-22,0003-00015530,                                        ,0.00,6831.20
2022-08-02,0003-00016055,MERCOVAN ARGENTINA SRL                  ,301774.00,0.00
2022-07-18,0003-00015542,                                        ,0.00,485039.70
2022-07-18,0003-00015645,                                        ,0.00,187525.80
2022-08-12,0003-00016144,MERCOVAN ARGENTINA SRL                  ,101200.00,0.00
2022-07-28,0003-00016144,                                        ,0.00,101200.00
2022-08-17,0003-00016200,MERCOVAN ARGENTINA SRL                  ,276109.90,0.00
2022-08-31,0003-00016289,MERCOVAN ARGENTINA SRL                  ,188760.00,0.00
2022-08-23,0003-00015707,                                        ,0.00,168649.80
2022-08-23,0003-00016006,                                        ,0.00,196830.70
2022-08-23,0003-00015798,                                        ,0.00,222356.86
2022-09-09,0003-00016352,MERCOVAN ARGENTINA SRL                  ,175274.55,0.00
2022-09-14,0003-00016393,MERCOVAN ARGENTINA SRL                  ,215954.75,0.00
2022-09-23,0003-00016479,MERCOVAN ARGENTINA SRL                  ,195584.40,0.00
2022-09-23,0003-00016484,MERCOVAN ARGENTINA SRL                  ,67518.00,0.00
2022-09-09,0003-00016484,                                        ,0.00,67518.00
2022-09-24,0003-00016488,MERCOVAN ARGENTINA SRL                  ,265474.00,0.00
2022-10-06,0003-00016564,MERCOVAN ARGENTINA SRL                  ,190889.60,0.00
2022-10-08,0003-00016597,MERCOVAN ARGENTINA SRL                  ,73084.00,0.00
2022-09-26,0003-00016597,                                        ,0.00,73084.00
2022-10-15,0003-00016648,MERCOVAN ARGENTINA SRL                  ,188832.60,0.00
2022-10-18,0003-00016659,MERCOVAN ARGENTINA SRL                  ,74052.00,0.00
2022-10-18,0003-00016660,MERCOVAN ARGENTINA SRL                  ,74052.00,0.00
2022-10-18,0003-00016661,MERCOVAN ARGENTINA SRL                  ,365625.00,0.00
2022-10-03,0003-00016661,MERCOVAN ARGENTINA SRL                  ,0.00,365625.00
2022-10-04,0003-00016659,                                        ,0.00,74052.00
2022-10-04,0003-00016660,                                        ,0.00,74052.00
2022-10-20,0003-00016687,MERCOVAN ARGENTINA SRL                  ,89021.42,0.00
2022-10-05,0003-00016687,                                        ,0.00,89021.42
2022-10-27,0003-00016706,MERCOVAN ARGENTINA SRL                  ,201017.30,0.00
2022-10-28,0003-00016728,MERCOVAN ARGENTINA SRL                  ,76109.00,0.00
2022-10-17,0003-00016016,                                        ,0.00,175746.45
2022-10-17,0003-00016200,                                        ,0.00,276109.90
2022-10-17,0003-00016055,                                        ,0.00,301774.00
2022-10-17,0003-00016289,                                        ,0.00,188760.00
2022-11-02,0003-00016767,MERCOVAN ARGENTINA SRL                  ,283345.70,0.00
2022-10-20,0003-00016728,                                        ,0.00,76109.00
2022-11-05,0003-00016795,MERCOVAN ARGENTINA SRL                  ,202299.90,0.00
2022-10-25,0003-00016564,MERCOVAN ARGENTINA SRL                  ,0.00,15367.00
2022-10-26,0003-00016393,MERCOVAN ARGENTINA SRL                  ,0.00,15367.00
2022-11-12,0003-00016849,MERCOVAN ARGENTINA SRL                  ,309142.90,0.00
2022-11-23,0003-00016936,MERCOVAN ARGENTINA SRL                  ,212881.35,0.00
2022-11-23,0003-00016937,MERCOVAN ARGENTINA SRL                  ,75141.00,0.00
2022-11-26,0003-00016966,MERCOVAN ARGENTINA SRL                  ,188808.40,0.00
2022-11-29,0003-00016980,MERCOVAN ARGENTINA SRL                  ,234207.60,0.00
2022-12-01,0003-00017015,MERCOVAN ARGENTINA SRL                  ,433441.36,0.00
2022-12-07,0003-00017049,MERCOVAN ARGENTINA SRL                  ,286358.60,0.00
2022-12-08,0003-00017061,MERCOVAN ARGENTINA SRL                  ,194495.40,0.00
2022-12-08,0003-00017062,MERCOVAN ARGENTINA SRL                  ,146034.90,0.00
2022-12-10,0003-00017082,MERCOVAN ARGENTINA SRL                  ,257959.90,0.00
2022-12-17,0003-00017133,MERCOVAN ARGENTINA SRL                  ,189861.10,0.00
2022-12-20,0003-00017144,MERCOVAN ARGENTINA SRL                  ,190296.70,0.00
2022-12-21,0003-00017147,MERCOVAN ARGENTINA SRL                  ,140103.00,0.00
2022-12-22,0003-00017168,MERCOVAN ARGENTINA SRL                  ,279505.16,0.00
2022-12-22,0003-00017169,MERCOVAN ARGENTINA SRL                  ,255261.60,0.00
2022-12-07,0003-00016352,                                        ,0.00,175274.55
2022-12-07,0003-00016393,                                        ,0.00,200587.75
2022-12-07,0003-00016479,                                        ,0.00,195584.40
2022-12-07,0003-00016488,                                        ,0.00,265474.00
2022-12-07,0003-00016564,                                        ,0.00,175522.60
2022-12-07,0003-00016648,                                        ,0.00,188832.60
2022-12-07,0003-00016706,                                        ,0.00,201017.30
2022-12-07,0003-00016767,                                        ,0.00,283345.70
2022-12-07,0003-00016795,                                        ,0.00,202299.90
2022-12-07,0003-00016849,                                        ,0.00,309142.90
2022-12-13,0003-00016936,MERCOVAN ARGENTINA SRL                  ,0.00,17666.00
2022-12-29,0003-00017193,MERCOVAN ARGENTINA SRL                  ,176079.20,0.00
2023-01-06,0003-00017275,MERCOVAN ARGENTINA SRL                  ,113965.92,0.00
2022-12-23,0003-00017275,                                        ,0.00,113965.92
2023-01-12,0003-00017316,MERCOVAN ARGENTINA SRL                  ,106177.50,0.00
2022-12-30,0003-00016966,                                        ,0.00,188808.40
2022-12-30,0003-00017015,                                        ,0.00,433441.36
2022-12-30,0003-00017061,                                        ,0.00,194495.40
2022-12-30,0003-00017082,                                        ,0.00,257959.90
2022-12-30,0003-00016980,                                        ,0.00,234207.60
2022-12-30,0003-00017049,                                        ,0.00,286358.60
2022-12-30,0003-00017062,                                        ,0.00,146034.90
2022-12-30,0003-00017133,                                        ,0.00,189861.10
2022-12-30,0003-00016937,                                        ,0.00,75141.00
2022-12-30,0003-00016936,                                        ,0.00,195215.35
2023-02-02,0003-00017518,MERCOVAN ARGENTINA SRL                  ,434375.00,0.00
2023-01-18,0003-00017518,                                        ,0.00,434375.00
2023-02-03,0003-00017144,                                        ,0.00,190296.70
2023-02-03,0003-00017168,                                        ,0.00,279505.16
2023-02-14,0003-00000545,                                        ,0.02,0.00
2022-12-07,0003-00000545,                                        ,0.00,0.02
2023-02-17,0003-00017169,                                        ,0.00,255261.60
2023-02-17,0003-00017193,                                        ,0.00,11674.28
2023-02-03,0003-00017193,                                        ,0.00,113965.92
2023-03-23,0003-00017916,MERCOVAN ARGENTINA SRL                  ,188469.60,0.00
2023-03-30,0003-00018003,MERCOVAN ARGENTINA SRL                  ,285293.80,0.00
2023-04-01,0003-00018031,MERCOVAN ARGENTINA SRL                  ,456109.50,0.00
2023-04-06,0003-00018094,MERCOVAN ARGENTINA SRL                  ,510474.80,0.00
2023-03-23,0003-00017147,                                        ,0.00,140103.00
2023-04-12,0003-00018132,MERCOVAN ARGENTINA SRL                  ,600886.00,0.00
2023-04-12,0003-00018133,MERCOVAN ARGENTINA SRL                  ,430796.30,0.00
2023-04-29,0003-00018333,MERCOVAN ARGENTINA SRL                  ,636656.02,0.00
2023-04-29,0003-00018358,MERCOVAN ARGENTINA SRL                  ,548493.00,0.00
2023-05-02,0003-00018361,MERCOVAN ARGENTINA SRL                  ,488648.22,0.00
2023-05-04,0003-00018383,MERCOVAN ARGENTINA SRL                  ,165360.00,0.00
2023-05-09,0003-00018431,MERCOVAN ARGENTINA SRL                  ,133735.25,0.00
2023-05-18,0003-00018500,MERCOVAN ARGENTINA SRL                  ,706610.36,0.00
2023-05-18,0003-00018525,MERCOVAN ARGENTINA SRL                  ,746814.42,0.00
2023-05-23,0003-00018556,MERCOVAN ARGENTINA SRL                  ,608668.12,0.00
2023-05-24,0003-00018573,MERCOVAN ARGENTINA SRL                  ,395478.82,0.00
2023-05-24,0003-00018574,MERCOVAN ARGENTINA SRL                  ,197092.06,0.00
2023-05-26,0003-00018607,MERCOVAN ARGENTINA SRL                  ,1009775.25,0.00
2023-05-12,0003-00017316,                                        ,0.00,106177.50
2023-05-12,0003-00017916,                                        ,0.00,188469.60
2023-05-12,0003-00018003,                                        ,0.00,285293.80
2023-05-12,0003-00018031,                                        ,0.00,456109.50
2023-05-12,0003-00018094,                                        ,0.00,510474.80
2023-05-12,0003-00018132,                                        ,0.00,600886.00
2023-05-12,0003-00018133,                                        ,0.00,430796.30
2023-05-12,0003-00018333,                                        ,0.00,636656.02
2023-05-12,0003-00018358,                                        ,0.00,548493.00
2023-05-12,0003-00018361,                                        ,0.00,488648.22
2023-05-12,0003-00018431,                                        ,0.00,133735.25
2023-05-01,0003-00018383,                                        ,0.00,165360.00
2023-06-13,0003-00018734,MERCOVAN ARGENTINA SRL                  ,462869.77,0.00
2023-06-20,0003-00018792,MERCOVAN ARGENTINA SRL                  ,635066.08,0.00
2023-06-27,0003-00018854,MERCOVAN ARGENTINA SRL                  ,110146.30,0.00
2023-07-06,0003-00018905,MERCOVAN ARGENTINA SRL                  ,351071.82,0.00
2023-06-29,0003-00018500,                                        ,0.00,706610.36
2023-06-29,0003-00018525,                                        ,0.00,746814.42
2023-06-29,0003-00018556,                                        ,0.00,608668.12
2023-06-29,0003-00018573,                                        ,0.00,395478.82
2023-06-29,0003-00018574,                                        ,0.00,197092.06
2023-06-29,0003-00018607,                                        ,0.00,1009775.25
2023-06-29,0003-00018734,                                        ,0.00,462869.77
2023-07-19,0003-00019049,MERCOVAN ARGENTINA SRL                  ,608750.00,0.00
2023-08-05,0003-00019236,MERCOVAN ARGENTINA SRL                  ,419000.00,0.00
2023-08-12,0003-00019296,MERCOVAN ARGENTINA SRL                  ,530050.18,0.00
2023-08-15,0003-00019317,MERCOVAN ARGENTINA SRL                  ,539027.17,0.00
2023-07-21,0003-00019236,                                        ,0.00,419000.00
2023-08-17,0003-00019333,MERCOVAN ARGENTINA SRL                  ,466947.47,0.00
2023-08-22,0003-00019367,MERCOVAN ARGENTINA SRL                  ,534000.00,0.00
2023-08-07,0003-00019367,                                        ,0.00,534000.00
2023-07-04,0003-00019049,                                        ,0.00,608750.00
2023-01-23,0003-00017193,                                        ,0.00,50439.00
2023-08-26,0003-00019421,MERCOVAN ARGENTINA SRL                  ,644466.69,0.00
2023-08-11,0003-00018792,                                        ,0.00,635066.08
2023-08-11,0003-00018854,                                        ,0.00,110146.30
2023-08-11,0003-00018905,                                        ,0.00,351071.82
2023-08-11,0003-00019296,                                        ,0.00,530050.18
2023-08-11,0003-00019317,                                        ,0.00,539027.17
2023-08-11,0003-00019333,                                        ,0.00,466947.47
2023-09-07,0003-00019506,MERCOVAN ARGENTINA SRL                  ,696184.87,0.00
2023-09-12,0003-00019533,MERCOVAN ARGENTINA SRL                  ,517552.09,0.00
2023-09-12,0003-00019534,MERCOVAN ARGENTINA SRL                  ,341471.68,0.00
2023-09-15,0003-00019577,MERCOVAN ARGENTINA SRL                  ,622140.26,0.00
2023-09-15,0003-00019580,MERCOVAN ARGENTINA SRL                  ,584115.40,0.00
2023-09-16,0003-00019604,MERCOVAN ARGENTINA SRL                  ,656056.56,0.00
2023-09-21,0003-00019642,MERCOVAN ARGENTINA SRL                  ,953121.24,0.00
2023-09-26,0003-00019679,MERCOVAN ARGENTINA SRL                  ,476000.00,0.00
2023-09-11,0003-00019679,                                        ,0.00,476000.00
2023-09-27,0003-00019703,MERCOVAN ARGENTINA SRL                  ,257026.99,0.00
2023-09-27,0003-00019711,MERCOVAN ARGENTINA SRL                  ,778290.15,0.00
2023-09-27,0003-00019712,MERCOVAN ARGENTINA SRL                  ,441960.97,0.00
2023-09-28,0003-00019718,MERCOVAN ARGENTINA SRL                  ,469864.54,0.00
2023-09-28,0003-00019719,MERCOVAN ARGENTINA SRL                  ,1367782.79,0.00
2023-09-18,0003-00019703,MERCOVAN ARGENTINA SRL                  ,0.00,257026.99
2023-10-03,0003-00019751,MERCOVAN ARGENTINA SRL                  ,478154.49,0.00
2023-10-03,0003-00019752,MERCOVAN ARGENTINA SRL                  ,296000.00,0.00
2023-09-18,0003-00019752,                                        ,0.00,296000.00
2023-10-10,0003-00019825,MERCOVAN ARGENTINA SRL                  ,404321.50,0.00
2023-10-10,0003-00019826,MERCOVAN ARGENTINA SRL                  ,1077174.55,0.00
2023-10-10,0003-00019827,MERCOVAN ARGENTINA SRL                  ,522173.08,0.00
2023-10-11,0003-00019844,MERCOVAN ARGENTINA SRL                  ,748814.55,0.00
2023-10-12,0003-00019860,MERCOVAN ARGENTINA SRL                  ,240400.00,0.00
2023-09-27,0003-00019860,                                        ,0.00,240400.00
2023-10-21,0003-00019944,MERCOVAN ARGENTINA SRL                  ,369702.19,0.00
2023-10-21,0003-00019945,MERCOVAN ARGENTINA SRL                  ,763219.60,0.00
2023-10-21,0003-00019946,MERCOVAN ARGENTINA SRL                  ,309970.54,0.00
2023-10-21,0003-00019947,MERCOVAN ARGENTINA SRL                  ,931790.97,0.00
2023-10-24,0003-00019980,MERCOVAN ARGENTINA SRL                  ,694835.24,0.00
2023-10-25,0003-00020008,MERCOVAN ARGENTINA SRL                  ,699273.52,0.00
2023-10-25,0003-00020009,MERCOVAN ARGENTINA SRL                  ,658871.62,0.00
2023-10-26,0003-00020030,MERCOVAN ARGENTINA SRL                  ,749296.13,0.00
2023-11-02,0003-00020067,MERCOVAN ARGENTINA SRL                  ,187116.82,0.00
2023-11-07,0003-00020137,MERCOVAN ARGENTINA SRL                  ,488508.46,0.00
2023-09-29,0003-00019421,                                        ,0.00,644466.69
2023-09-29,0003-00019533,                                        ,0.00,517552.09
2023-09-29,0003-00019577,                                        ,0.00,622140.26
2023-09-29,0003-00019604,                                        ,0.00,656056.56
2023-09-29,0003-00019506,                                        ,0.00,696184.87
2023-09-29,0003-00019534,                                        ,0.00,341471.68
2023-09-29,0003-00019580,                                        ,0.00,584115.40
2023-09-29,0003-00019711,                                        ,0.00,778290.15
2023-09-18,0003-00019751,                                        ,0.00,221127.50
2023-10-24,0003-00020137,MERCOVAN ARGENTINA SRL                  ,0.00,488508.46
2023-11-08,0003-00020142,MERCOVAN ARGENTINA SRL                  ,663958.46,0.00
2023-10-24,0003-00020142,                                        ,0.00,175450.00
2023-10-12,0003-00019712,                                        ,0.00,441960.97
2023-10-12,0003-00019751,                                        ,0.00,257026.99
2023-11-15,0003-00020239,MERCOVAN ARGENTINA SRL                  ,687685.35,0.00
2023-11-16,0003-00020254,MERCOVAN ARGENTINA SRL                  ,731000.00,0.00
2023-11-01,0003-00020254,                                        ,0.00,731000.00
2023-11-17,0003-00020257,MERCOVAN ARGENTINA SRL                  ,1679798.23,0.00
2023-11-17,0003-00020260,MERCOVAN ARGENTINA SRL                  ,778121.66,0.00
2023-11-17,0003-00020271,MERCOVAN ARGENTINA SRL                  ,452467.40,0.00
2023-11-17,0003-00020272,MERCOVAN ARGENTINA SRL                  ,611311.36,0.00
2023-11-22,0003-00020322,MERCOVAN ARGENTINA SRL                  ,501186.84,0.00
2023-11-25,0003-00020330,MERCOVAN ARGENTINA SRL                  ,990820.60,0.00
2023-11-25,0003-00020352,MERCOVAN ARGENTINA SRL                  ,717528.79,0.00
2023-11-30,0003-00020413,MERCOVAN ARGENTINA SRL                  ,1515584.29,0.00
2023-11-30,0003-00020420,MERCOVAN ARGENTINA SRL                  ,130751.39,0.00
2023-11-15,0003-00020420,MERCOVAN ARGENTINA SRL                  ,0.00,130751.39
2023-11-30,0003-00020422,MERCOVAN ARGENTINA SRL                  ,697500.00,0.00
2023-11-15,0003-00020422,                                        ,0.00,697500.00
2023-12-07,0003-00020484,MERCOVAN ARGENTINA SRL                  ,1039212.13,0.00
2023-12-13,0003-00020541,MERCOVAN ARGENTINA SRL                  ,438600.00,0.00
2023-11-27,0003-00020541,                                        ,0.00,438600.00
2023-12-13,0003-00020542,MERCOVAN ARGENTINA SRL                  ,365500.01,0.00
2023-11-27,0003-00020542,                                        ,0.00,365500.01
2023-12-14,0003-00020546,MERCOVAN ARGENTINA SRL                  ,292400.00,0.00
2023-11-29,0003-00020546,                                        ,0.00,292400.00
2023-12-19,0003-00020581,MERCOVAN ARGENTINA SRL                  ,1578671.27,0.00
2023-12-19,0003-00020586,MERCOVAN ARGENTINA SRL                  ,365500.01,0.00
2023-12-04,0003-00020586,                                        ,0.00,365500.01
2023-12-21,0003-00020608,MERCOVAN ARGENTINA SRL                  ,593667.14,0.00
2023-12-22,0003-00020620,MERCOVAN ARGENTINA SRL                  ,365500.01,0.00
2023-12-07,0003-00020620,                                        ,0.00,365500.01
2023-12-28,0003-00020660,MERCOVAN ARGENTINA SRL                  ,731000.00,0.00
2023-12-28,0003-00020661,MERCOVAN ARGENTINA SRL                  ,731000.00,0.00
2023-12-28,0003-00020663,MERCOVAN ARGENTINA SRL                  ,365500.01,0.00
2023-12-28,0003-00020673,MERCOVAN ARGENTINA SRL                  ,382500.00,0.00
2023-12-29,0003-00020682,MERCOVAN ARGENTINA SRL                  ,806304.07,0.00
2023-12-13,0003-00020673,                                        ,0.00,382500.00
2023-12-18,0003-00019642,                                        ,0.00,953121.24
2023-12-18,0003-00019719,                                        ,0.00,1367782.79
2023-12-18,0003-00019826,                                        ,0.00,1077174.55
2023-12-18,0003-00019844,                                        ,0.00,748814.55
2023-12-18,0003-00019945,                                        ,0.00,763219.60
2023-12-18,0003-00019947,                                        ,0.00,931790.97
2023-12-18,0003-00020008,                                        ,0.00,699273.52
2023-12-18,0003-00020030,                                        ,0.00,749296.13
2023-12-18,0003-00020142,                                        ,0.00,488508.46
2023-12-18,0003-00020257,                                        ,0.00,1679798.23
2023-12-18,0003-00020271,                                        ,0.00,452467.40
2023-12-18,0003-00020322,                                        ,0.00,501186.84
2023-12-18,0003-00020352,                                        ,0.00,717528.79
2023-12-18,0003-00020608,                                        ,0.00,593667.14
2023-12-18,0003-00019718,                                        ,0.00,469864.54
2023-12-18,0003-00019825,                                        ,0.00,404321.50
2023-12-18,0003-00019827,                                        ,0.00,522173.08
2023-12-18,0003-00019944,                                        ,0.00,369702.19
2023-12-18,0003-00019946,                                        ,0.00,309970.54
2023-12-18,0003-00019980,                                        ,0.00,694835.24
2023-12-18,0003-00020009,                                        ,0.00,658871.62
2023-12-18,0003-00020067,                                        ,0.00,187116.82
2023-12-18,0003-00020239,                                        ,0.00,687685.35
2023-12-18,0003-00020260,                                        ,0.00,778121.66
2023-12-18,0003-00020272,                                        ,0.00,611311.36
2023-12-18,0003-00020330,                                        ,0.00,990820.60
2023-12-18,0003-00020413,                                        ,0.00,1515584.29
