Fecha,Operacion,Contenedor,Cliente,Booking,Precinto,Estado
2024-10-28,29205,MRKU-096172-1,Manufactura Los Andes S.A.,245345787,***************     ,Arribado
2024-10-28,29206,MRKU-021438-8,Manufactura Los Andes S.A.,245345787,********************,Arribado
2024-10-28,29207,MRKU-086588-3,Manufactura Los Andes S.A.,245345787,********************,Arribado
2024-10-28,29209,MRKU-059121-0,Manufactura Los Andes S.A.,245345787,**************      ,Arribado
2024-10-28,29210,MRKU-042511-7,Manufactura Los Andes S.A.,245345787,********************,Arribado
2024-10-28,29218,MRKU-077531-0,Manufactura Los Andes S.A.,245345787,*****************   ,Arribado
2024-10-28,29199,MRKU-024838-8,Manufactura Los Andes S.A.,245345787,********************,Arribado
2024-10-28,29200,MSKU-695486-6,Manufactura Los Andes S.A.,245345787,********            ,Arribado
2024-10-28,29201,MSKU-663517-5,Manufactura Los Andes S.A.,245345787,******              ,Arribado
2024-10-28,29202,MRKU-078152-4,Manufactura Los Andes S.A.,245345787,****************    ,Arribado
2024-10-28,29203,MRKU-093077-8,Manufactura Los Andes S.A.,245345787,********************,Arribado
2024-10-28,29204,MRKU-006279-4,Manufactura Los Andes S.A.,245345787,************        ,Arribado
2024-10-28,29196,MRKU-058223-0,Manufactura Los Andes S.A.,245345787,******************  ,Arribado
2024-10-28,29197,MRKU-046740-5,Manufactura Los Andes S.A.,245345787,************        ,Arribado
2024-10-28,29198,MRKU-030107-6,Manufactura Los Andes S.A.,245345787,***********         ,Arribado
2024-10-25,29135,APMU-403865-6,Manufactura Los Andes S.A.,245839454,*****************   ,Arribado
2024-10-25,29136,MRKU-081105-9,Manufactura Los Andes S.A.,245839454,***************     ,Arribado
2024-10-25,29137,PONU-178799-8,Manufactura Los Andes S.A.,245839454,***************     ,Arribado
2024-10-23,29055,MRKU-079157-0,Manufactura Los Andes S.A.,245346233,****************    ,Arribado
2024-09-23,28298,MEDU-325971-8,Manufactura Los Andes S.A.,EBKG10243884,FX26279390          ,Arribado
2024-09-13,28055,MRKU-076231-3,Manufactura Los Andes S.A.,244066552,********************,Arribado
2024-09-13,28056,MRKU-014433-6,Manufactura Los Andes S.A.,244066552,******************  ,Arribado
2024-09-10,27956,MSDU-421159-4,Manufactura Los Andes S.A.,EBKG10109950,FX26248168          ,Arribado
2024-09-10,27980,MSDU-407338-7,Manufactura Los Andes S.A.,EBKG10109961,FX26248155          ,Arribado
2024-09-02,27783,MRKU-053020-0,Manufactura Los Andes S.A.,243868333,*************       ,Arribado
2024-09-02,27787,MRKU-023003-3,Manufactura Los Andes S.A.,243868333,**********          ,Arribado
2024-09-02,27788,MRKU-033918-0,Manufactura Los Andes S.A.,243868333,*****************   ,Arribado
2024-09-02,27781,MRKU-033940-4,Manufactura Los Andes S.A.,243085959,*************       ,Arribado
2024-09-02,27782,MSKU-692307-9,Manufactura Los Andes S.A.,243868333,*********           ,Arribado
2024-08-29,27686,MSKU-649111-8,Manufactura Los Andes S.A.,243086020,********************,Arribado
2024-08-29,27687,MRKU-007325-3,Manufactura Los Andes S.A.,243086020,*****************   ,Arribado
2024-09-02,27744,MRKU-036576-4,Manufactura Los Andes S.A.,243085959,****************    ,Arribado
2024-08-02,27049,MRKU-039856-2,Manufactura Los Andes S.A.,242520485,*****************   ,Arribado
2024-08-02,27050,MRKU-043529-1,Manufactura Los Andes S.A.,242520485,********************,Arribado
2024-08-02,27051,PONU-168239-0,Manufactura Los Andes S.A.,242520485,********************,Arribado
2024-08-13,27292,CCLU-514751-0,Laboratorio Pyam Sa,COSU6393501040,************        ,Arribado
2024-07-29,26947,BEAU-460943-5,Servicio Internacional De Fletes S.A.,RF18FA24000078,********************,Arribado
2024-10-08,28674,,Industrias Quimicas Independencia Sa,TERRESTRE,                    ,Arribado
2024-10-24,29104,,Industrias Quimicas Independencia Sa,TERRESTRE,                    ,Arribado
2024-10-18,28925,HLXU-534490-5,Kluber Lubrication Argentina S A,62641596,********************,Arribado
2024-08-06,27095,FSCU-894021-1,Brest Luis Angel,63294493,************        ,Arribado
2024-08-06,27096,TCKU-656184-3,Brest Luis Angel,63294493,****************    ,Arribado
2024-07-30,27003,MRKU-800562-0,Bdfm Sa,242662365,**************      ,Arribado
2024-08-29,27676,HLBU-106036-0,Bdfm Sa,64630225,*************       ,Arribado
2024-09-11,27996,BEAU-465127-1,Bdfm Sa,BUA0326266,L4362451            ,Arribado
2024-09-17,28158,,Chemotecnica Sa,TERRESTRE,                    ,Arribado
2024-10-07,28646,ZIMU-114659-7,Gestion Forward S.R.L.,ZIMUBUE9035599,********************,Arribado
2024-08-29,27668,,Industrias Saladillo S.A.,24001EC01055679S,                    ,Arribado
2024-07-22,26790,PCIU-877817-0,Tipoiti Satic,BUE400077100,******************  ,Arribado
2024-07-25,26904,,Tipoiti Satic,24001EC01046984R,                    ,Arribado
2024-09-05,27849,GLDU-067001-9,Tipoiti Satic,LA0382380,***************     ,Arribado
2024-09-05,27850,MEDU-886047-0,Tipoiti Satic,LA0382380,********************,Arribado
2024-11-11,29553,MSDU-896122-0,Tipoiti Satic,EBKG10593886,FX26259729          ,Arribado
2024-10-17,28876,ONEU-125801-7,Tipoiti Satic,BUEE13414500,***************     ,Arribado
2024-10-17,28877,TCNU-508761-0,Tipoiti Satic,BUEE13414500,*****************   ,Arribado
2024-10-18,28922,,Tipoiti Satic,24001EC01067764Z,                    ,Arribado
2024-11-11,29538,CIPU-501951-5,Tipoiti Satic,LA0392406,**************      ,Arribado
2024-10-14,28774,TCLU-870492-0,Tipoiti Satic,LA0388004,**********          ,Arribado
2024-10-14,28775,TGHU-603242-4,Tipoiti Satic,LA0388004,******************  ,Arribado
2024-10-14,28776,TEMU-850185-3,Tipoiti Satic,LA0388004,*************       ,Arribado
2024-10-14,28777,TRHU-705045-0,Tipoiti Satic,LA0388004,********************,Arribado
2024-10-04,28579,TRHU-427083-1,Tipoiti Satic,BUEE12872500,********************,Arribado
2024-10-04,28580,SEGU-578430-5,Tipoiti Satic,BUEE12872500,********************,Arribado
2024-10-04,28619,,Tipoiti Satic,TERRESTRE,                    ,Arribado
2024-09-16,28118,,Tipoiti Satic,TERRESTRE,                    ,Arribado
2024-09-18,28193,TCLU-833964-2,Tipoiti Satic,LM0384966,************        ,Arribado
2024-09-18,28194,MSMU-488037-0,Tipoiti Satic,LM0384966,**************      ,Arribado
2024-09-18,28195,MSDU-838574-2,Tipoiti Satic,LM0384966,*****               ,Arribado
2024-09-06,27890,,Tipoiti Satic,TERRESTRE,                    ,Arribado
2024-09-11,27994,ONEU-500989-8,Tipoiti Satic,BUEE12035300,********************,Arribado
2024-09-11,27995,TCLU-971803-9,Tipoiti Satic,BUEE12035300,******************* ,Arribado
2024-11-04,29398,,Essadin Int´L S.A.,24001PE01000488T,                    ,Arribado
2024-07-17,26716,TCNU-857202-9,Global Rover Logistic Srl,242218355,**************      ,Arribado
2024-07-17,26717,SUDU-884066-0,Global Rover Logistic Srl,242218355,*************       ,Arribado
2024-10-28,29180,FFAU-501399-7,Global Rover Logistic Srl,340400037262,***********         ,Arribado
2024-10-28,29181,EITU-922291-2,Global Rover Logistic Srl,340400037262,******************  ,Arribado
2024-09-26,28391,FSCU-843243-7,Global Rover Logistic Srl,68635291,******************  ,Arribado
2024-09-26,28392,TCNU-376277-2,Global Rover Logistic Srl,68635291,**************      ,Arribado
2024-10-04,28578,,Global Rover Logistic Srl,245045964,                    ,Pendiente
2024-10-07,28643,MSNU-656445-6,Global Rover Logistic Srl,EBKG10426258,FX26230401          ,Arribado
2024-10-07,28644,MSMU-570000-3,Global Rover Logistic Srl,EBKG10426258,FX26230400          ,Arribado
2024-10-07,28645,TCLU-952212-8,Global Rover Logistic Srl,EBKG10426258,FX26230337          ,Arribado
2024-09-05,27877,CAIU-448441-4,Global Rover Logistic Srl,62298789,******************  ,Arribado
2024-09-26,28388,DAYU-612005-9,Global Rover Logistic Srl,68635291,********************,Arribado
2024-09-26,28389,HAMU-219456-9,Global Rover Logistic Srl,68635291,*****************   ,Arribado
2024-09-26,28390,BEAU-499774-7,Global Rover Logistic Srl,68635291,***********         ,Arribado
2024-07-24,26849,BSIU-996102-7,Global Rover Logistic Srl,340400023198,********************,Arribado
2024-07-24,26850,EGHU-977509-6,Global Rover Logistic Srl,340400023198,******************* ,Arribado
2024-07-24,26851,TLLU-408297-6,Global Rover Logistic Srl,340400023198,********************,Arribado
2024-07-24,26852,TXGU-561617-3,Global Rover Logistic Srl,340400023198,********************,Arribado
2024-07-22,26785,TCLU-585981-0,Global Rover Logistic Srl,242474098,********************,Arribado
2024-07-22,26786,MRKU-301159-5,Global Rover Logistic Srl,242474098,*****************   ,Arribado
2024-07-22,26787,MRSU-338583-3,Global Rover Logistic Srl,242474098,********************,Arribado
2024-07-22,26788,MSKU-981339-4,Global Rover Logistic Srl,242474098,********************,Arribado
2024-07-22,26789,MRSU-337709-9,Global Rover Logistic Srl,242474098,******************* ,Arribado
2024-07-24,26848,EMCU-842222-6,Global Rover Logistic Srl,340400023198,****************    ,Arribado
2024-07-17,26724,HLBU-258629-8,Global Rover Logistic Srl,65292484,********************,Arribado
2024-07-17,26725,HLXU-823761-8,Global Rover Logistic Srl,65292484,**************      ,Arribado
2024-07-22,26784,MRKU-607597-3,Global Rover Logistic Srl,242474098,*****************   ,Arribado
2024-07-25,26888,EITU-129694-5,Isischu Srl,340400024551,**************      ,Arribado
2024-07-25,26889,TGBU-996396-4,Isischu Srl,340400024551,*************       ,Arribado
2024-07-25,26890,TCNU-617933-1,Isischu Srl,340400024551,******************* ,Arribado
2024-07-25,26891,TGBU-867120-6,Isischu Srl,340400024551,************        ,Arribado
2024-07-25,26892,EITU-922676-0,Isischu Srl,340400024551,********************,Arribado
2024-07-25,26893,EGHU-966770-1,Isischu Srl,340400024551,*************       ,Arribado
2024-11-01,29348,TIIU-461002-7,Isischu Srl,340400037806,**********          ,Arribado
2024-11-01,29349,DRYU-990197-5,Isischu Srl,340400037806,*************       ,Arribado
2024-11-01,29345,EGHU-923545-7,Isischu Srl,340400037806,******************  ,Arribado
2024-11-01,29346,EISU-825492-7,Isischu Srl,340400037806,******************* ,Arribado
2024-11-01,29347,EITU-128909-9,Isischu Srl,340400037806,****************    ,Arribado
2024-10-24,29086,CAAU-536037-5,Isischu Srl,340400034912,******************  ,Arribado
2024-09-23,28291,GCXU-605289-5,Isischu Srl,340400031689,*********           ,Arribado
2024-09-23,28292,BSIU-803225-4,Isischu Srl,340400031689,*************       ,Arribado
2024-09-23,28293,EITU-922109-5,Isischu Srl,340400031689,**********          ,Arribado
2024-09-23,28294,TIIU-522934-0,Isischu Srl,340400031689,*************       ,Arribado
2024-09-19,28240,FANU-146440-3,Isischu Srl,63298177,*****************   ,Arribado
2024-09-19,28241,TEMU-684603-3,Isischu Srl,63298177,***************     ,Arribado
2024-09-23,28290,TXGU-752129-3,Isischu Srl,340400031689,*****************   ,Arribado
2024-09-13,28070,EMCU-992524-6,Isischu Srl,340400031191,************        ,Arribado
2024-09-13,28071,EGHU-948604-6,Isischu Srl,340400031191,********************,Arribado
2024-09-13,28072,TLLU-484839-9,Isischu Srl,340400031191,***********         ,Arribado
2024-09-17,28123,MSDU-784611-4,Isischu Srl,EBKG10002697,FX26277099          ,Arribado
2024-09-03,27814,MEDU-450402-3,Isischu Srl,EBKG10084023,FX26266997          ,Arribado
2024-08-22,27520,BEAU-420319-5,Isischu Srl,67630241,***********         ,Arribado
2024-08-22,27528,EITU-139839-8,Isischu Srl,340400028840,**********          ,Arribado
2024-08-22,27529,TCNU-270337-4,Isischu Srl,340400028840,********************,Arribado
2024-08-22,27530,GAOU-638355-1,Isischu Srl,340400028840,************        ,Arribado
2024-08-22,27531,EGHU-980133-8,Isischu Srl,340400028840,*************       ,Arribado
2024-08-22,27532,EGHU-967316-0,Isischu Srl,340400028840,**************      ,Arribado
2024-08-09,27231,EISU-849725-4,Isischu Srl,340400025361,                    ,Arribado
2024-08-13,27299,HLBU-209627-0,Isischu Srl,65296855,                    ,Arribado
2024-08-09,27221,EITU-168340-9,Isischu Srl,340400026073,*****************   ,Arribado
2024-08-09,27222,EGSU-945851-5,Isischu Srl,340400026073,******************* ,Arribado
2024-08-09,27224,MEDU-853948-1,Isischu Srl,EBKG09834878,FX26269899          ,Arribado
2024-08-09,27230,TLLU-787668-7,Isischu Srl,340400025361,                    ,Arribado
2024-08-02,27052,EGSU-911052-0,Isischu Srl,340400026422,***********         ,Arribado
2024-08-02,27053,EMCU-991419-6,Isischu Srl,340400026422,*********           ,Arribado
2024-08-02,27054,TCLU-875182-9,Isischu Srl,340400026422,****************    ,Arribado
2024-08-02,27055,EISU-850260-1,Isischu Srl,340400026422,***********         ,Arribado
2024-08-02,27057,EITU-147517-5,Isischu Srl,340400026422,****************    ,Arribado
2024-07-26,26924,MSMU-597828-9,Isischu Srl,EBKG09607333,FX26284726          ,Arribado
2024-07-30,26987,MSDU-804438-7,Isischu Srl,EBKG09669901,FX26287700          ,Arribado
2024-08-08,27182,MSKU-146217-0,Valerio Oliva Forestal Sa,241872049,******************  ,Arribado
2024-08-19,27443,MRSU-439678-7,Valerio Oliva Forestal Sa,243032032,********************,Arribado
2024-08-29,27685,TCKU-616233-4,Valerio Oliva Forestal Sa,ZIMUBUE9034683,***************     ,Arribado
2024-10-23,29057,MRKU-052077-3,Valerio Oliva Forestal Sa,244573548,**********          ,Arribado
2024-11-05,29411,MRKU-579884-9,Valerio Oliva Forestal Sa,244573548,                    ,Arribado
2024-09-18,28204,MSKU-179747-1,Valerio Oliva Forestal Sa,243651393,**************      ,Arribado
2024-09-25,28350,MRKU-430243-0,Valerio Oliva Forestal Sa,243648658,******************* ,Arribado
2024-10-16,28843,MSKU-880048-0,Valerio Oliva Forestal Sa,244573678,***********         ,Arribado
2024-07-16,26696,TLLU-690586-2,Asecor Srl,241656663.,********************,Arribado
2024-07-16,26718,MRKU-270296-7,Asecor Srl,241656663,*****************   ,Arribado
2024-07-17,26732,MSMU-433637-1,Asecor Srl,EBKG09588693,FX26309748          ,Arribado
2024-11-13,29604,MSMU-675514-5,Asecor Srl,EBKG10693458,FX26310231          ,Arribado
2024-11-13,29605,TGBU-564853-7,Asecor Srl,EBKG10567976,FX26259544          ,Arribado
2024-11-13,29606,MEDU-728272-1,Asecor Srl,EBKG10567963,FX26259533          ,Arribado
2024-11-13,29603,MSMU-482678-5,Asecor Srl,EBKG10627559,FX26310239          ,Arribado
2024-10-23,29049,TCNU-303764-7,Asecor Srl,244313248,                    ,Arribado
2024-10-23,29050,SUDU-690377-5,Asecor Srl,244313248,                    ,Arribado
2024-10-01,28485,MSMU-401156-6,Asecor Srl,EBKG10204685,FX26258680          ,Arribado
2024-10-01,28486,AMFU-887559-5,Asecor Srl,EBKG10267589,FX26258700          ,Arribado
2024-10-01,28487,TIIU-484252-6,Asecor Srl,EBKG10267541,FX26258705          ,Arribado
2024-09-23,28295,MRKU-365129-4,Asecor Srl,244175884,***********         ,Arribado
2024-09-23,28296,MRKU-300612-0,Asecor Srl,244175884,*****************   ,Arribado
2024-09-16,28086,HLXU-833914-2,Asecor Srl,60634559,*************       ,Arribado
2024-09-16,28087,HLBU-185225-9,Asecor Srl,60634559,***************     ,Arribado
2024-09-17,28124,MSMU-406576-8,Asecor Srl,EBKG10204659,FX26277023          ,Arribado
2024-08-30,27714,MSDU-624551-0,Asecor Srl,EBKG09984522,FX26266348          ,Arribado
2024-08-30,27737,MAGU-530794-6,Asecor Srl,ZIMUBUE9034512,*************       ,Arribado
2024-08-29,27672,ZCSU-725620-5,Asecor Srl,ZIMUBUE9034512,********************,Arribado
2024-08-29,27675,CAAU-531620-1,Asecor Srl,ZIMUBUE9034511,**********          ,Arribado
2024-08-19,27434,TGBU-726327-8,Asecor Srl,EC01053680X,                    ,Arribado
2024-08-19,27435,GCXU-533849-9,Asecor Srl,EC01053680X,55                  ,Arribado
2024-08-22,27536,MEDU-497072-0,Asecor Srl,EBKG09947497,FX26271521          ,Arribado
2024-08-15,27373,TCNU-371150-1,Asecor Srl,EC01053044C,                    ,Arribado
2024-08-19,27433,ZCSU-712125-7,Asecor Srl,EC01053680X,                    ,Arribado
2024-08-13,27302,,Asecor Srl,EBKG09889618,                    ,Pendiente
2024-08-12,27244,MEDU-495438-1,Asecor Srl,EBKG09889569,FX26309386          ,Arribado
2024-08-12,27245,CAIU-491847-0,Asecor Srl,EBKG09889598,FX26309377          ,Arribado
2024-07-26,26927,MSMU-496298-7,Asecor Srl,EBKG09588572,FX26284724          ,Arribado
2024-07-26,26928,MSMU-609941-1,Asecor Srl,EBKG09588572,FX26284715          ,Arribado
2024-07-26,26925,MSMU-485001-4,Asecor Srl,EBKG09641170,FX26284727          ,Arribado
2024-07-26,26926,TEMU-832120-8,Asecor Srl,EBKG09588572,FX26284725          ,Arribado
2024-07-24,26871,BMOU-579426-6,Pallets Nef De Raul E. Fernandez Sa,65292836,******************* ,Arribado
2024-07-24,26872,HLBU-245792-1,Pallets Nef De Raul E. Fernandez Sa,65292836,*************       ,Arribado
2024-07-29,26959,TCLU-576800-5,Pallets Nef De Raul E. Fernandez Sa,67624069,********************,Arribado
2024-07-29,26998,UACU-547054-0,Pallets Nef De Raul E. Fernandez Sa,67624069,********************,Arribado
2024-07-17,26713,MSDU-715320-7,Hector Reboratti,EBKG09546163,FX26309739          ,Arribado
2024-07-22,26808,ZCSU-667504-3,Hector Reboratti,ZIMUBUE9033408,**************      ,Arribado
2024-07-22,26809,ZCSU-709055-7,Hector Reboratti,ZIMUBUE9033408,******************  ,Arribado
2024-08-07,27122,BSIU-934190-0,Hector Reboratti,ZIMUBUE9034200,*************       ,Arribado
2024-11-05,29414,TCKU-646202-8,Hector Reboratti,67979767,******************  ,Arribado
2024-11-05,29445,TCKU-646202-8,Hector Reboratti,67979767,                    ,Arribado
2024-11-01,29339,MRKU-310515-9,Hector Reboratti,245040069,*****************   ,Arribado
2024-11-01,29340,MSKU-082622-0,Hector Reboratti,245040069,******************* ,Arribado
2024-11-04,29399,MRSU-441322-5,Hector Reboratti,245039869,********************,Arribado
2024-11-04,29400,MRKU-479354-4,Hector Reboratti,245039869,************        ,Arribado
2024-10-25,29138,FCIU-739898-2,Hector Reboratti,EBKG10568537,FX26275651          ,Arribado
2024-10-28,29186,MSKU-897457-9,Hector Reboratti,245302457,*********           ,Arribado
2024-10-28,29187,TCLU-630275-2,Hector Reboratti,245302457,******************  ,Arribado
2024-10-28,29188,MRSU-403915-7,Hector Reboratti,245302457,***********         ,Arribado
2024-10-15,28795,TCNU-765920-6,Hector Reboratti,EBKG10429082,FX26218387          ,Arribado
2024-10-24,29087,MSKU-620318-7,Hector Reboratti,245039869,******************  ,Arribado
2024-10-24,29088,MSKU-654684-3,Hector Reboratti,245039869,********************,Arribado
2024-10-02,28522,FDCU-009692-8,Hector Reboratti,EBKG10296806,FX26258555          ,Arribado
2024-10-15,28794,MSMU-812255-2,Hector Reboratti,EBKG10429082,FX26218389          ,Arribado
2024-08-07,27123,TGBU-706900-4,Hector Reboratti,ZIMUBUE9034200,***************     ,Arribado
2024-08-07,27124,TCNU-425746-1,Hector Reboratti,ZIMUBUE9034200,**************      ,Arribado
2024-08-20,27475,MSMU-811945-6,Hector Reboratti,EBKG09970064E,FX26291416          ,Arribado
2024-08-28,27648,ZCSU-701361-1,Hector Reboratti,ZIMUBUE9034509,*************       ,Arribado
2024-07-17,26771,CSNU-801429-5,Fundador Srl,COSU6389322110,********************,Arribado
2024-09-05,27847,FANU-196902-0,Fundador Srl,64300812,****************    ,Arribado
2024-09-05,27848,HLBU-216037-0,Fundador Srl,64300812,**************      ,Arribado
2024-10-28,29194,JXLU-616469-7,Fundador Srl,ZIMUBUE9035900,************        ,Arribado
2024-07-23,26834,TCLU-811801-9,Maringa Maderas Sa,60289796,********************,Arribado
2024-08-06,27099,CAAU-584519-1,Maringa Maderas Sa,EBKG09623846,FX26284083          ,Arribado
2024-08-06,27100,MSMU-808562-8,Maringa Maderas Sa,EBKG09623846,FX26284081          ,Arribado
2024-08-06,27101,MSCU-508369-0,Maringa Maderas Sa,EBKG09623846,FX26284080          ,Arribado
2024-11-05,29412,TCLU-544389-0,Maringa Maderas Sa,64645199,********************,Arribado
2024-10-29,29246,EITU-102997-5,Maringa Maderas Sa,340400037130,****************    ,Arribado
2024-10-24,29100,TCLU-809790-8,Maringa Maderas Sa,67642406,********************,Arribado
2024-10-24,29101,HLBU-342568-3,Maringa Maderas Sa,66309075,********************,Arribado
2024-10-29,29242,TGBU-992910-5,Maringa Maderas Sa,340400037130,********************,Arribado
2024-10-29,29243,EGSU-930272-8,Maringa Maderas Sa,340400037130,******************* ,Arribado
2024-10-29,29244,EISU-852440-5,Maringa Maderas Sa,340400037130,******************  ,Arribado
2024-10-29,29245,TRHU-521190-0,Maringa Maderas Sa,340400037130,***************     ,Arribado
2024-10-14,28770,FFAU-175574-5,Maringa Maderas Sa,64974599,*****************   ,Arribado
2024-10-15,28793,TCLU-844499-3,Maringa Maderas Sa,69302675,******************* ,Arribado
2024-09-13,28062,HLXU-841728-7,Maringa Maderas Sa,64299280,*****************   ,Arribado
2024-10-04,28581,FBLU-010573-0,Maringa Maderas Sa,66305561,********************,Arribado
2024-10-10,28725,UACU-570009-3,Maringa Maderas Sa,64974599,****************    ,Arribado
2024-08-28,27638,MSMU-660787-3,Maringa Maderas Sa,EBKG10003092,FX26290827          ,Arribado
2024-08-28,27639,TCLU-788849-0,Maringa Maderas Sa,EBKG10003092,FX26290932          ,Arribado
2024-08-28,27640,FDCU-004328-1,Maringa Maderas Sa,EBKG10003092,FX26290939          ,Arribado
2024-09-06,27899,HLXU-823728-5,Maringa Maderas Sa,63965800,**********          ,Arribado
2024-08-06,27102,TRHU-572384-5,Maringa Maderas Sa,EBKG09623846,FX26284079          ,Arribado
2024-08-08,27201,TRHU-572384-5,Maringa Maderas Sa,24001EC01051538X,                    ,Arribado
2024-08-16,27410,BEAU-497304-6,Maringa Maderas Sa,68963085,************        ,Arribado
2024-08-16,27411,TCNU-181739-3,Maringa Maderas Sa,65296682,**********          ,Arribado
2024-08-13,27301,DRYU-978578-8,Peninsula Srl,ZIMUBUE9034350,**********          ,Arribado
2024-08-22,27519,HLBU-142725-0,Peninsula Srl,60297143,***************     ,Arribado
2024-07-24,26860,FANU-143099-6,Suabia Maderas Srl,69625891,********************,Arribado
2024-09-13,28063,CIPU-529402-9,Suabia Maderas Srl,69966266,*************       ,Arribado
2024-09-13,28064,SEKU-634366-0,Suabia Maderas Srl,69966266,**********          ,Arribado
2024-11-11,29541,FBLU-017496-2,Suabia Maderas Srl,65311784,*****************   ,Arribado
2024-11-11,29542,BMOU-667086-6,Suabia Maderas Srl,65311784,********************,Arribado
2024-11-11,29543,HLXU-850613-1,Suabia Maderas Srl,65311784,******************  ,Arribado
2024-10-23,29051,HLBU-165380-6,Suabia Maderas Srl,65302883,                    ,Arribado
2024-11-05,29413,HLBU-143349-0,Suabia Maderas Srl,63645644,********************,Arribado
2024-10-09,28693,TLLU-860604-8,Suabia Maderas Srl,EBKG10379281,FX26245597          ,Arribado
2024-10-09,28694,FFAU-274664-5,Suabia Maderas Srl,EBKG10379281,FX26245585          ,Arribado
2024-10-09,28695,MSDU-579448-0,Suabia Maderas Srl,EBKG10379281,FX26245516          ,Arribado
2024-08-09,27215,TCNU-275250-6,Piranga Sa,ZIMUBUE9034277,***********         ,Arribado
2024-08-09,27216,DRYU-910226-4,Piranga Sa,ZIMUBUE9034277,    *************** ,Arribado
2024-08-09,27217,ZCSU-725799-0,Piranga Sa,ZIMUBUE9034277,**********          ,Arribado
2024-08-09,27232,,Piranga Sa,61292623,                    ,Pendiente
2024-08-09,27233,,Piranga Sa,61292623,                    ,Pendiente
2024-11-12,29582,TCNU-178837-7,Piranga Sa,63648336,**************      ,Arribado
2024-11-12,29583,TCLU-784795-2,Piranga Sa,EBKG10717060,FX26259606          ,Arribado
2024-11-12,29584,MSCU-528529-0,Piranga Sa,EBKG10717060,FX26259620          ,Arribado
2024-11-12,29585,FSCU-818480-8,Piranga Sa,EBKG10717036,FX26259613          ,Arribado
2024-11-12,29569,FANU-151316-0,Piranga Sa,61981253,********************,Arribado
2024-11-12,29570,CAIU-841340-3,Piranga Sa,61981253,*****************   ,Arribado
2024-10-22,29007,FANU-111273-7,Piranga Sa,62973814,***********         ,Arribado
2024-10-22,29015,TLLU-526653-5,Piranga Sa,67303470,**************      ,Arribado
2024-10-22,29018,TCNU-693848-5,Piranga Sa,62973814,*****************   ,Arribado
2024-10-23,29058,BEAU-446140-9,Piranga Sa,62973814,****************    ,Arribado
2024-10-23,29067,TEMU-740536-7,Piranga Sa,62973814,********************,Arribado
2024-10-16,28839,CAIU-862565-5,Piranga Sa,EBKG10440808,FX26218379          ,Arribado
2024-10-16,28840,BMOU-619818-0,Piranga Sa,EBKG10440808,FX-26218373         ,Arribado
2024-10-16,28841,TGHU-615406-3,Piranga Sa,EBKG10440808,FX26218368          ,Arribado
2024-10-16,28842,FCIU-871797-6,Piranga Sa,EBKG10440808,FX26218364          ,Arribado
2024-10-15,28789,HLXU-847768-7,Piranga Sa,60302714,********************,Arribado
2024-10-15,28790,HLBU-210654-7,Piranga Sa,60302714,******************* ,Arribado
2024-10-16,28835,MSMU-779255-0,Piranga Sa,EBKG10440523,FX26218376          ,Arribado
2024-10-16,28836,CAAU-691173-9,Piranga Sa,EBKG10440523,FX26218362          ,Arribado
2024-10-16,28837,MSDU-582085-1,Piranga Sa,EBKG10440523,FX26218355          ,Arribado
2024-10-16,28838,CAIU-781609-2,Piranga Sa,EBKG10440523,FX26218354          ,Arribado
2024-10-15,28788,HLBU-157981-7,Piranga Sa,60302714,*************       ,Arribado
2024-10-03,28542,EGHU-947376-9,Piranga Sa,340400033975,                    ,Arribado
2024-10-03,28605,EGHU-840441-8,Piranga Sa,340400033975,                    ,Arribado
2024-10-02,28513,FFAU-388502-8,Piranga Sa,EBKG10391613,FX26258582          ,Arribado
2024-10-02,28517,MSMU-726466-0,Piranga Sa,EBKG10391613,FX26258571          ,Arribado
2024-10-03,28538,TCKU-653490-9,Piranga Sa,340400033975,**************      ,Arribado
2024-10-03,28541,EGSU-924516-6,Piranga Sa,340400033975,****************    ,Arribado
2024-09-27,28360,SEGU-580387-4,Piranga Sa,69632002,********************,Arribado
2024-09-27,28361,SEGU-545593-2,Piranga Sa,69632002,********************,Arribado
2024-09-27,28409,SLSU-805368-8,Piranga Sa,60966936,********************,Arribado
2024-09-20,28266,TXGU-719616-7,Piranga Sa,340400032201,*****************   ,Arribado
2024-09-20,28267,TGBU-452713-0,Piranga Sa,340400032201,******************  ,Arribado
2024-09-19,28238,TIIU-510943-1,Piranga Sa,EBKG10084236,FX26267781          ,Arribado
2024-09-19,28239,MSMU-744557-1,Piranga Sa,EBKG10084236,FX26235464          ,Arribado
2024-09-20,28264,EGSU-938054-6,Piranga Sa,340400032201,                    ,Arribado
2024-09-20,28265,EITU-164081-3,Piranga Sa,340400032201,*****************   ,Arribado
2024-08-22,27535,BEAU-554813-9,Piranga Sa,ZIMUBUE9034279,******************  ,Arribado
2024-08-26,27591,MSKU-915875-4,Piranga Sa,243348172,******************* ,Arribado
2024-08-26,27592,MRKU-351514-8,Piranga Sa,243348172,******************* ,Arribado
2024-08-26,27593,MSKU-919825-3,Piranga Sa,243348172,********************,Arribado
2024-08-14,27350,HAMU-179665-9,Piranga Sa,EC01052665K,                    ,Arribado
2024-08-15,27372,TCLU-590385-1,Piranga Sa,24001EC01053051A,                    ,Arribado
2024-08-15,27374,HLXU-828047-1,Piranga Sa,EC01053066G,                    ,Arribado
2024-08-22,27533,BEAU-555490-7,Piranga Sa,ZIMUBUE9034279,************        ,Arribado
