Fecha,Turno,Terminal,Contenedor,Cliente,Booking,Operacion,Fecha Ingreso,idcont,e-tally
2025-04-23,07:00,TRP,CMAU-834718-2,Dpmg S.A.,NGP2126280,TD,2025-04-23,1729,http://dassa.mqbic.com/PublicTally.php?id=1729
2025-05-09,11:00,TRP,DFSU-436305-5,Grouport Srl,TCQD2502142,TD,2025-05-09,1806,http://dassa.mqbic.com/PublicTally.php?id=1806
2025-05-16,05:00,Exolgan,MSDU-435235-5,Grouport Srl,S04592391,TD,2025-05-16,1866,http://dassa.mqbic.com/PublicTally.php?id=1866
2025-06-21,12:00,TRP,FSCU-504825-9,Grouport Srl,TCNB2504814,T,2025-06-21,,
2025-07-08,15:00,Exolgan,MSNU-137719-6,Refractarios Argentinos Saicm,ATL58653083,TD,2025-07-08,2137,http://dassa.mqbic.com/PublicTally.php?id=2137
2025-07-08,15:00,Exolgan,MSMU-299368-0,Refractarios Argentinos Saicm,ATL58653083,TD,2025-07-08,2136,http://dassa.mqbic.com/PublicTally.php?id=2136
2025-06-12,12:00,Terminal 4,MRKU-890029-7,Refractarios Argentinos Saicm,263965321,TD,2025-06-12,1997,http://dassa.mqbic.com/PublicTally.php?id=1997
2025-06-24,13:00,Terminal 4,JXLU-628260-0,Planet Seguridad S.R.L.,WLLSH2504129,T,2025-06-24,,
2025-04-29,05:00,Exolgan,CAIU-497354-4,Fenisan S.A.,MEDUOJ362401,T,2025-04-29,,
2025-04-29,05:00,Exolgan,TIIU-420218-0,Fenisan S.A.,MEDUOJ362401,T,2025-04-29,,
2025-05-17,07:00,Terminal 4,MRKU-658582-7,Fenisan S.A.,252818759,TD,2025-05-17,1871,http://dassa.mqbic.com/PublicTally.php?id=1871
2025-05-20,05:00,Exolgan,MSNU-551470-1,Fenisan S.A.,MEDUVZ055397,T,2025-05-20,,
2025-05-20,10:00,Terminal 4,MSKU-184409-0,Fenisan S.A.,252086205,T,2025-05-20,,
2025-06-05,07:00,Terminal 4,HASU-117095-0,Fenisan S.A.,252867483,T,2025-06-05,,
2025-06-05,07:00,Terminal 4,HASU-402529-8,Fenisan S.A.,252867483,T,2025-06-05,,
2025-06-25,05:00,Exolgan,FCIU-258948-2,Blue Mail S.A.,MEDUVZ074406,TD,2025-06-25,2060,http://dassa.mqbic.com/PublicTally.php?id=2060
2025-03-17,20:00,TRP,EGSU-161468-0,Shipy S.A.,NB250155805,T,2025-03-17,,
2025-03-17,19:00,TRP,EISU-821561-7,Shipy S.A.,NB250155805,T,2025-03-17,,
2025-03-17,18:00,TRP,TLLU-411425-0,Shipy S.A.,NB250155805,T,2025-03-17,,
2025-04-22,11:00,TRP,EITU-930957-1,Shipy S.A.,NB250155588,T,2025-04-22,,
2025-04-23,08:00,TRP,EITU-924446-5,Shipy S.A.,NB250257334,T,2025-04-23,,
2025-05-09,12:00,TRP,EMCU-164039-7,Shipy S.A.,TSSZ2503011,T,2025-05-09,,
2025-06-26,13:00,TRP,EMCU-824517-8,Shipy S.A.,TSSZ2505001,T,2025-06-26,,
2025-07-04,13:00,TRP,GAOU-625736-3,Shipy S.A.,NB250459629,T,2025-07-04,,
2025-07-04,13:00,TRP,TIIU-603886-2,Shipy S.A.,NB250459629,T,2025-07-04,,
2025-05-13,15:00,TRP,MAGU-525338-8,Shipy S.A.,NB250358176,T,2025-05-13,,
2025-05-13,15:00,TRP,BSIU-840473-1,Shipy S.A.,NB250358175,T,2025-05-13,,
2025-05-13,15:00,TRP,EMCU-847896-6,Shipy S.A.,NB250358175,T,2025-05-13,,
2025-06-24,08:00,TRP,GAOU-632164-7,Shipy S.A.,BK2530531B,T,2025-06-24,,
2025-06-24,08:00,TRP,TGBU-702767-3,Shipy S.A.,BK2530531A,T,2025-06-24,,
2025-06-24,07:00,TRP,DRYU-955118-3,Shipy S.A.,BK2530531A,T,2025-06-24,,
2025-03-17,19:00,TRP,EMCU-176236-9,Poka S.A.,NB250155806,T,2025-03-17,,
2025-03-17,20:00,TRP,GCXU-604868-4,Poka S.A.,NB250155806,T,2025-03-17,,
2025-03-17,16:00,TRP,EMCU-887919-3,Poka S.A.,NB250155806,T,2025-03-17,,
2025-03-17,19:00,TRP,EMCU-897140-0,Poka S.A.,NB250155806,T,2025-03-17,,
2025-03-28,18:00,Terminal 4,SEKU-552033-3,Poka S.A.,NB241254622,T,2025-03-28,,
2025-03-28,18:00,Terminal 4,TCNU-345324-3,Poka S.A.,NB241254622,T,2025-03-28,,
2025-05-13,15:00,TRP,TGBU-728162-5,Poka S.A.,NB250257199,T,2025-05-13,,
2025-05-13,13:00,TRP,EGSU-915628-5,Poka S.A.,NB250257199,T,2025-05-13,,
2025-05-13,15:00,TRP,EGHU-932997-8,Poka S.A.,NB250257199,T,2025-05-13,,
2025-03-28,18:00,Terminal 4,TCNU-282670-1,Poka S.A.,NB241253882,T,2025-03-28,,
2025-03-28,18:00,Terminal 4,TCNU-362880-3,Poka S.A.,NB241253882,T,2025-03-28,,
2025-03-28,18:00,Terminal 4,TRHU-628676-0,Poka S.A.,NB241253882,T,2025-03-28,,
2025-03-28,18:00,Terminal 4,UETU-566760-0,Poka S.A.,NB241253882,T,2025-03-28,,
2025-03-28,17:00,TRP,EMCU-178110-0,Poka S.A.,NB250155581,T,2025-03-28,,
2025-04-04,01:00,TRP,SEKU-564533-0,Poka S.A.,QD20240150,T,2025-04-04,,
2025-03-28,18:00,Terminal 4,TGHU-634880-8,Poka S.A.,NB241254622,T,2025-03-28,,
2025-03-28,18:00,Terminal 4,UETU-713883-7,Poka S.A.,NB241254622,T,2025-03-28,,
2025-03-28,18:00,Terminal 4,CMAU-796535-5,Poka S.A.,NB241254623,T,2025-03-28,,
2025-03-28,18:00,Terminal 4,GESU-618405-0,Poka S.A.,NB241254623,T,2025-03-28,,
2025-03-28,18:00,Terminal 4,SEKU-432503-4,Poka S.A.,NB241254623,T,2025-03-28,,
2025-03-28,18:00,Terminal 4,TGBU-432366-6,Poka S.A.,NB241254623,T,2025-03-28,,
2025-05-06,21:00,TRP,MSMU-652938-5,Maransi S.A.,268S289001436,T,2025-05-06,,
2025-05-06,20:00,TRP,CAIU-469372-8,Maransi S.A.,268S289001436,T,2025-05-06,,
2025-05-06,21:00,TRP,FFAU-170236-5,Maransi S.A.,268S289001436,T,2025-05-06,,
2025-05-06,21:00,TRP,CIPU-501935-1,Maransi S.A.,268S289001436,T,2025-05-06,,
2025-07-03,05:00,TRP,CAAU-657477-2,Alstom Argentina S.A.,255500497,TD,2025-07-03,2114,http://dassa.mqbic.com/PublicTally.php?id=2114
2025-05-12,14:00,Terminal 4,TIIU-230215-4,Aceros Fb S.R.L.,JCCM32295,TD,2025-05-12,1827,http://dassa.mqbic.com/PublicTally.php?id=1827
2025-05-12,14:00,Terminal 4,MRKU-292715-6,Aceros Fb S.R.L.,JCCM32296,TD,2025-05-12,1828,http://dassa.mqbic.com/PublicTally.php?id=1828
2025-05-15,12:00,Terminal 4,GCXU-576756-0,Aceros Fb S.R.L.,JCCM32193,TD,2025-05-15,1859,http://dassa.mqbic.com/PublicTally.php?id=1859
2025-04-07,15:00,TRP,PCIU-874242-8,Malu Ma Tex S.A.,WLC41213205,T,2025-04-07,,
2025-03-18,20:00,TRP,EGSU-923490-0,Mma Tex S.A.,HDE25-020090,T,2025-03-18,,
2025-03-18,19:00,TRP,TGBU-233037-3,Mma Tex S.A.,KCGZO2501069,T,2025-03-18,,
2025-03-18,20:00,TRP,TRHU-646191-9,Mma Tex S.A.,HDE25-020003/B,T,2025-03-18,,
2025-03-18,20:00,TRP,TRHU-646191-9,Mma Tex S.A.,HDE25-020003/B,T,2025-03-18,,
2025-04-07,15:00,TRP,EITU-172404-6,Mma Tex S.A.,HDE25-020065,T,2025-04-07,,
2025-04-23,08:00,TRP,EGHU-833294-0,Mma Tex S.A.,HDE25-030008,T,2025-04-23,,
2025-05-05,13:00,TRP,TEMU-626769-0,Mma Tex S.A.,HDE25-040007,T,2025-05-05,,
2025-05-09,12:00,TRP,GAOU-693762-7,Mma Tex S.A.,HDE25-040004A/B,TD,2025-05-09,1809,http://dassa.mqbic.com/PublicTally.php?id=1809
2025-05-09,12:00,TRP,GAOU-693762-7,Mma Tex S.A.,HDE25-040004A/B,TD,2025-05-09,1809,http://dassa.mqbic.com/PublicTally.php?id=1809
2025-05-09,12:00,TRP,GAOU-693762-7,Mma Tex S.A.,HDE25-040004A/B,TD,2025-05-09,1809,http://dassa.mqbic.com/PublicTally.php?id=1809
2025-05-09,12:00,TRP,GAOU-693762-7,Mma Tex S.A.,HDE25-040004A/B,TD,2025-05-09,1809,http://dassa.mqbic.com/PublicTally.php?id=1809
2025-05-09,12:00,TRP,GAOU-693762-7,Mma Tex S.A.,HDE25-040004A/B,TD,2025-05-09,1809,http://dassa.mqbic.com/PublicTally.php?id=1809
2025-05-09,12:00,TRP,GAOU-693762-7,Mma Tex S.A.,HDE25-040004A/B,TD,2025-05-09,1809,http://dassa.mqbic.com/PublicTally.php?id=1809
2025-05-09,11:00,TRP,TEMU-611535-8,Mma Tex S.A.,HDE25-030060A/B,TD,2025-05-09,1812,http://dassa.mqbic.com/PublicTally.php?id=1812
2025-05-09,11:00,TRP,TEMU-611535-8,Mma Tex S.A.,HDE25-030060A/B,TD,2025-05-09,1812,http://dassa.mqbic.com/PublicTally.php?id=1812
2025-05-09,11:00,TRP,TEMU-611535-8,Mma Tex S.A.,HDE25-030060A/B,TD,2025-05-09,1812,http://dassa.mqbic.com/PublicTally.php?id=1812
2025-05-09,11:00,TRP,TEMU-611535-8,Mma Tex S.A.,HDE25-030060A/B,TD,2025-05-09,1812,http://dassa.mqbic.com/PublicTally.php?id=1812
2025-05-28,08:00,TRP,CAAU-571342-5,Mma Tex S.A.,HDE25-040117,T,2025-05-28,,
2025-07-03,05:00,TRP,EGSU-608421-6,Mma Tex S.A.,HDE25-050061,T,2025-07-03,,
2025-07-03,05:00,TRP,EMCU-822100-5,Mma Tex S.A.,HDE25-050060,T,2025-07-03,,
2025-07-04,15:00,TRP,EGHU-922853-0,Mma Tex S.A.,HDE25-050036A/B,TD,2025-07-04,2128,http://dassa.mqbic.com/PublicTally.php?id=2128
2025-07-04,15:00,TRP,EGHU-922853-0,Mma Tex S.A.,HDE25-050036A/B,TD,2025-07-04,2128,http://dassa.mqbic.com/PublicTally.php?id=2128
2025-03-28,07:00,Exolgan,BSIU-909183-7,Tandem Global Logistics S.A.,XMFZ2501028A/B/C,TD,2025-03-28,1640,http://dassa.mqbic.com/PublicTally.php?id=1640
2025-03-28,07:00,Exolgan,BSIU-909183-7,Tandem Global Logistics S.A.,XMFZ2501028A/B/C,TD,2025-03-28,1640,http://dassa.mqbic.com/PublicTally.php?id=1640
2025-03-28,07:00,Exolgan,BSIU-909183-7,Tandem Global Logistics S.A.,XMFZ2501028A/B/C,TD,2025-03-28,1640,http://dassa.mqbic.com/PublicTally.php?id=1640
2025-04-28,11:00,TRP,TCNU-885013-5,Industrias Pugliese S.A.,SHIP001526,TD,2025-04-28,1751,http://dassa.mqbic.com/PublicTally.php?id=1751
2025-03-17,19:00,TRP,EITU-189058-2,Berkma S.A.,NB250154953,T,2025-03-17,,
